Smp_000020_complement	4
Smp_000030_complement	16
Smp_000040_complement	9
Smp_000050_complement	1
Smp_000070_complement	1
Smp_000075_complement	0
Smp_000080_complement	0
Smp_000100_complement	19
Smp_000110_complement	1
Smp_000130_complement	4
Smp_000150_complement	5
Smp_000160_complement	0
Smp_000180_complement	0
Smp_000190_complement	3
Smp_000200_complement	2
Smp_000230_complement	3
Smp_000240_complement	11
Smp_000250_complement	0
Smp_000260_complement	82
Smp_000270_complement	9
Smp_000280_complement	17
Smp_000300_complement	2
Smp_000310_complement	5
Smp_000320_complement	4
Smp_000340_complement	0
Smp_000370_complement	7
Smp_000390_complement	0
Smp_000420_complement	34
Smp_000430_complement	81
Smp_000470_complement	1
Smp_000480_complement	6
Smp_000500_complement	0
Smp_000510_complement	1
Smp_000560_complement	0
Smp_000580_complement	1
Smp_000590_complement	6
Smp_000600_complement	1
Smp_000620_complement	0
Smp_000630_complement	1
Smp_000640_complement	3
Smp_000650_complement	4
Smp_000660_complement	39
Smp_000670_complement	9
Smp_000680_complement	0
Smp_000690_complement	0
Smp_000700_complement	4
Smp_000710_complement	4
Smp_000720_complement	3
Smp_000740_complement	18
Smp_000755_complement	10
Smp_000770_complement	0
Smp_000790_complement	2
Smp_000810_complement	2
Smp_000820_complement	9
Smp_000830_complement	0
Smp_000850_complement	4
Smp_000870_complement	2
Smp_000880_complement	12
Smp_000900_complement	0
Smp_000910_complement	0
Smp_000950_complement	1
Smp_000980_complement	3
Smp_000990_complement	2
Smp_001000_complement	1
Smp_001020_complement	0
Smp_001030_complement	3
Smp_001040_complement	23
Smp_001070_complement	0
Smp_001080_complement	2
Smp_001090_complement	2
Smp_001095_complement	0
Smp_001100_complement	5
Smp_001120_complement	0
Smp_001160_complement	0
Smp_001170_complement	12
Smp_001180_complement	2
Smp_001210_complement	1
Smp_001360_complement	10
Smp_001390_complement	4
Smp_001410_complement	13
Smp_001420_complement	0
Smp_001500_complement	5
Smp_001530_complement	2
Smp_001560_complement	0
Smp_001590_complement	2
Smp_001610_complement	0
Smp_001640_complement	3
Smp_001780_complement	0
Smp_001830_complement	11
Smp_001890_complement	0
Smp_001900_complement	0
Smp_001940_complement	1
Smp_001950_complement	3
Smp_001960_complement	1
Smp_001980_complement	0
Smp_002010_complement	0
Smp_002060_complement	0
Smp_002070_complement	0
Smp_002080_complement	4
Smp_002100_complement	9
Smp_002160_complement	1
Smp_002180_complement	10
Smp_002230_complement	2
Smp_002280_complement	12
Smp_002380_complement	4
Smp_002410_complement	15
Smp_002510_complement	0
Smp_002550_complement	2
Smp_002600_complement	32
Smp_002630_complement	0
Smp_002640_complement	0
Smp_002740_complement	1
Smp_002820_complement	2
Smp_002840_complement	1
Smp_002860_complement	0
Smp_002870_complement	0
Smp_002880_complement	18
Smp_002920_complement	2
Smp_002950_complement	0
Smp_003000_complement	3
Smp_003130_complement	1
Smp_003140_complement	1
Smp_003190_complement	0
Smp_003230_complement	5
Smp_003250_complement	0
Smp_003270_complement	1
Smp_003280_complement	0
Smp_003300_complement	0
Smp_003330_complement	1
Smp_003340_complement	3
Smp_003410_complement	17
Smp_003440_complement	1
Smp_003600_complement	0
Smp_003610_complement	6
Smp_003620_complement	2
Smp_003630_complement	6
Smp_003660_complement	18
Smp_003670_complement	0
Smp_003700_complement	1
Smp_003710_complement	16
Smp_003760_complement	1
Smp_003770_complement	26
Smp_003860_complement	2
Smp_003900_complement	0
Smp_003930_complement	0
Smp_003940_complement	1
Smp_003970_complement	5
Smp_003980_complement	9
Smp_003990_complement	24
Smp_004000_complement	0
Smp_004060_complement	1
Smp_004070_complement	1
Smp_004080_complement	1
Smp_004160_complement	0
Smp_004170_complement	3
Smp_004190_complement	6
Smp_004200_complement	3
Smp_004220_complement	8
Smp_004260_complement	0
Smp_004310_complement	15
Smp_004350_complement	1
Smp_004360_complement	5
Smp_004420_complement	8
Smp_004440_complement	1
Smp_004470_complement	5
Smp_004480_complement	8
Smp_004550_complement	4
Smp_004590_complement	0
Smp_004600_complement	15
Smp_004630_complement	0
Smp_004640_complement	0
Smp_004680_complement	9
Smp_004690_complement	2
Smp_004710_complement	2
Smp_004730_complement	0
Smp_004780_complement	37
Smp_004810_complement	8
Smp_004820_complement	6
Smp_004910_complement	8
Smp_004940_complement	9
Smp_004980_complement	0
Smp_004990_complement	12
Smp_005000_complement	6
Smp_005010_complement	2
Smp_005020_complement	6
Smp_005070_complement	1
Smp_005080_complement	1
Smp_005140_complement	0
Smp_005160_complement	6
Smp_005180_complement	5
Smp_005190_complement	10
Smp_005210_complement	5
Smp_005230_complement	10
Smp_005260_complement	1
Smp_005280_complement	1
Smp_005290_complement	12
Smp_005320_complement	1
Smp_005330_complement	3
Smp_005390_complement	3
Smp_005470_complement	0
Smp_005500_complement	3
Smp_005520_complement	1
Smp_005640_complement	0
Smp_005670_complement	9
Smp_005720_complement	7
Smp_005780_complement	5
Smp_005790_complement	1
Smp_005880_complement	2
Smp_005900_complement	12
Smp_005910_complement	7
Smp_005960_complement	0
Smp_006000_complement	0
Smp_006060_complement	0
Smp_006190_complement	3
Smp_006250_complement	1
Smp_006320_complement	1
Smp_006340_complement	9
Smp_006350_complement	5
Smp_006390_complement	12
Smp_006440_complement	8
Smp_006550_complement	3
Smp_006560_complement	0
Smp_006590_complement	2
Smp_006630_complement	1
Smp_006680_complement	4
Smp_006690_complement	2
Smp_006700_complement	5
Smp_006710_complement	1
Smp_006720_complement	0
Smp_006730_complement	4
Smp_006750_complement	2
Smp_006760_complement	1
Smp_006780_complement	5
Smp_006810_complement	1
Smp_006830_complement	2
Smp_006840_complement	4
Smp_006850_complement	0
Smp_006860_complement	13
Smp_006920_complement	2
Smp_006930_complement	1
Smp_006980_complement	0
Smp_007000_complement	0
Smp_007070_complement	0
Smp_007170_complement	8
Smp_007180_complement	4
Smp_007190_complement	3
Smp_007210_complement	3
Smp_007260_complement	24
Smp_007270_complement	9
Smp_007290_complement	0
Smp_007300_complement	16
Smp_007330_complement	0
Smp_007380_complement	1
Smp_007450_complement	2
Smp_007500_complement	6
Smp_007510_complement	2
Smp_007540_complement	0
Smp_007550_complement	4
Smp_007570_complement	0
Smp_007630_complement	8
Smp_007650_complement	14
Smp_007660_complement	6
Smp_007670_complement	3
Smp_007690_complement	0
Smp_007710_complement	4
Smp_007730_complement	3
Smp_007760_complement	5
Smp_007890_complement	4
Smp_007900_complement	12
Smp_007960_complement	4
Smp_007970_complement	3
Smp_008070_complement	39
Smp_008120_complement	0
Smp_008140_complement	0
Smp_008220_complement	4
Smp_008230_complement	7
Smp_008260_complement	6
Smp_008290_complement	1
Smp_008310_complement	8
Smp_008320_complement	7
Smp_008360_complement	3
Smp_008400_complement	0
Smp_008430_complement	3
Smp_008440_complement	3
Smp_008450_complement	0
Smp_008470_complement	5
Smp_008490_complement	12
Smp_008500_complement	1
Smp_008545_complement	23
Smp_008580_complement	8
Smp_008610_complement	15
Smp_008620_complement	2
Smp_008660_complement	28
Smp_008710_complement	1
Smp_008770_complement	2
Smp_008830_complement	0
Smp_008850_complement	2
Smp_008900_complement	21
Smp_009020_complement	0
Smp_009030_complement	3
Smp_009070_complement	5
Smp_009150_complement	2
Smp_009230_complement	0
Smp_009250_complement	2
Smp_009310_complement	56
Smp_009320_complement	9
Smp_009340_complement	4
Smp_009390_complement	1
Smp_009400_complement	4
Smp_009420_complement	1
Smp_009430_complement	2
Smp_009520_complement	2
Smp_009540_complement	6
Smp_009550_complement	1
Smp_009560_complement	3
Smp_009600_complement	0
Smp_009630_complement	0
Smp_009650_complement	15
Smp_009690_complement	33
Smp_009760_complement	69
Smp_009800_complement	0
Smp_009810_complement	0
Smp_009830_complement	6
Smp_009990_complement	2
Smp_010090_complement	5
Smp_010100_complement	3
Smp_010110_complement	5
Smp_010140_complement	5
Smp_010160_complement	0
Smp_010230_complement	9
Smp_010250_complement	4
Smp_010260_complement	1
Smp_010280_complement	5
Smp_010290_complement	9
Smp_010370_complement	4
Smp_010380_complement	0
Smp_010400_complement	2
Smp_010450_complement	0
Smp_010550_complement	11
Smp_010620_complement	0
Smp_010690_complement	2
Smp_010710_complement	6
Smp_010720_complement	0
Smp_010800_complement	1
Smp_010820_complement	9
Smp_010930_complement	2
Smp_010940_complement	30
Smp_011000_complement	2
Smp_011010_complement	5
Smp_011030_complement	0
Smp_011120_complement	7
Smp_011150_complement	1
Smp_011220_complement	2
Smp_011230_complement	4
Smp_011270_complement	32
Smp_011560_complement	14
Smp_011570_complement	26
Smp_011640_complement	4
Smp_011660_complement	7
Smp_011680_complement	45
Smp_011700_complement	1
Smp_011710_complement	6
Smp_011720_complement	3
Smp_011830_complement	20
Smp_011860_complement	3
Smp_011870_complement	0
Smp_011960_complement	4
Smp_011980_complement	1
Smp_011990_complement	4
Smp_012000_complement	0
Smp_012010_complement	2
Smp_012030_complement	2
Smp_012050_complement	0
Smp_012070_complement	2
Smp_012110_complement	9
Smp_012150_complement	5
Smp_012200_complement	4
Smp_012280_complement	5
Smp_012340_complement	4
Smp_012350_complement	4
Smp_012380_complement	0
Smp_012400_complement	1
Smp_012410_complement	1
Smp_012440_complement	20
Smp_012470_complement	8
Smp_012480_complement	4
Smp_012530_complement	7
Smp_012540_complement	3
Smp_012570_complement	2
Smp_012580_complement	10
Smp_012670_complement	0
Smp_012690_complement	1
Smp_012720_complement	6
Smp_012740_complement	4
Smp_012750_complement	22
Smp_012780_complement	8
Smp_012790_complement	2
Smp_012800_complement	8
Smp_012810_complement	2
Smp_012860_complement	6
Smp_012900_complement	1
Smp_012920_complement	0
Smp_012930_complement	4
Smp_012980_complement	2
Smp_013040_complement	55
Smp_013050_complement	0
Smp_013060_complement	4
Smp_013070_complement	4
Smp_013080_complement	0
Smp_013150_complement	2
Smp_013200_complement	24
Smp_013210_complement	0
Smp_013300_complement	3
Smp_013360_complement	1
Smp_013370_complement	5
Smp_013440_complement	9
Smp_013460_complement	6
Smp_013470_complement	15
Smp_013520_complement	0
Smp_013540_complement	7
Smp_013600_complement	0
Smp_013610_complement	0
Smp_013690_complement	3
Smp_013790_complement	10
Smp_013810_complement	0
Smp_013840_complement	11
Smp_013860_complement	10
Smp_013870_complement	1
Smp_013930_complement	1
Smp_013950_complement	2
Smp_014010_complement	8
Smp_014020_complement	2
Smp_014050_complement	2
Smp_014080_complement	0
Smp_014170_complement	17
Smp_014260_complement	1
Smp_014280_complement	1
Smp_014290_complement	2
Smp_014400_complement	4
Smp_014410_complement	0
Smp_014430_complement	0
Smp_014570_complement	54
Smp_014620_complement	2
Smp_014650_complement	4
Smp_014660_complement	10
Smp_014670_complement	18
Smp_014680_complement	0
Smp_014730_complement	0
Smp_014780_complement	18
Smp_014800_complement	2
Smp_014840_complement	3
Smp_014850_complement	1
Smp_015020_complement	3
Smp_015050_complement	1
Smp_015090_complement	14
Smp_015100_complement	1
Smp_015160_complement	0
Smp_015220_complement	3
Smp_015390_complement	4
Smp_015440_complement	1
Smp_015480_complement	5
Smp_015490_complement	0
Smp_015530_complement	19
Smp_015630_complement	0
Smp_015670_complement	0
Smp_015690_complement	16
Smp_015710_complement	1
Smp_015720_complement	9
Smp_015730_complement	11
Smp_015760_complement	0
Smp_015780_complement	2
Smp_015800_complement	1
Smp_015820_complement	0
Smp_015840_complement	3
Smp_015850_complement	5
Smp_015860_complement	3
Smp_015880_complement	2
Smp_015900_complement	0
Smp_015980_complement	5
Smp_016050_complement	4
Smp_016090_complement	6
Smp_016130_complement	3
Smp_016180_complement	3
Smp_016200_complement	8
Smp_016250_complement	0
Smp_016340_complement	0
Smp_016380_complement	0
Smp_016410_complement	10
Smp_016490_complement	36
Smp_016510_complement	4
Smp_016540_complement	0
Smp_016550_complement	2
Smp_016600_complement	4
Smp_016630_complement	5
Smp_016640_complement	1
Smp_016670_complement	1
Smp_016730_complement	1
Smp_016750_complement	0
Smp_016780_complement	12
Smp_016810_complement	0
Smp_016870_complement	1
Smp_016900_complement	0
Smp_016910_complement	2
Smp_016920_complement	1
Smp_016990_complement	4
Smp_017010_complement	9
Smp_017020_complement	0
Smp_017070_complement	11
Smp_017230_complement	2
Smp_017280_complement	8
Smp_017290_complement	4
Smp_017360_complement	15
Smp_017420_complement	4
Smp_017430_complement	82
Smp_017470_complement	1
Smp_017520_complement	0
Smp_017610_complement	0
Smp_017640_complement	4
Smp_017650_complement	3
Smp_017660_complement	7
Smp_017710_complement	8
Smp_017730_complement	55
Smp_017750_complement	6
Smp_017830_complement	6
Smp_017860_complement	1
Smp_017870_complement	2
Smp_017880_complement	1
Smp_017890_complement	0
Smp_017990_complement	3
Smp_018010_complement	0
Smp_018020_complement	4
Smp_018030_complement	3
Smp_018160_complement	2
Smp_018170_complement	0
